timestamp,symbol,action,price,quantity,reason,mode,outcome,pnl
2026-09-05T18:14:59.999Z,BTC-USD,SELL,79997.92,0.01,replay:raw scored SELL crossover at 79997.92 -> 79939.35 after 12 candles.,replay:raw,WIN,0.0732
2026-09-05T21:19:59.999Z,BTC-USD,BUY,79832.98,0.01,replay:raw scored BUY crossover at 79832.98 -> 79868.2 after 12 candles.,replay:raw,WIN,0.0441
2026-09-05T22:44:59.999Z,BTC-USD,SELL,79770.52,0.01,replay:raw scored SELL crossover at 79770.52 -> 79819.01 after 12 candles.,replay:raw,LOSS,-0.0608
2026-09-05T23:59:59.999Z,BTC-USD,BUY,79831.57,0.01,replay:raw scored BUY crossover at 79831.57 -> 79872.23 after 12 candles.,replay:raw,WIN,0.0509
2026-09-06T02:39:59.999Z,BTC-USD,SELL,79937.21,0.01,replay:raw scored SELL crossover at 79937.21 -> 80003.97 after 12 candles.,replay:raw,LOSS,-0.0835
2026-09-06T03:39:59.999Z,BTC-USD,BUY,80003.97,0.01,replay:raw scored BUY crossover at 80003.97 -> 79913.99 after 12 candles.,replay:raw,LOSS,-0.1125
2026-09-06T04:39:59.999Z,BTC-USD,SELL,79913.99,0.01,replay:raw scored SELL crossover at 79913.99 -> 80096.76 after 12 candles.,replay:raw,LOSS,-0.2287
2026-09-06T05:54:59.999Z,BTC-USD,BUY,79996.63,0.01,replay:raw scored BUY crossover at 79996.63 -> 79791.73 after 12 candles.,replay:raw,LOSS,-0.2561
2026-09-06T06:39:59.999Z,BTC-USD,SELL,79831.96,0.01,replay:raw scored SELL crossover at 79831.96 -> 79826.98 after 12 candles.,replay:raw,WIN,0.0062
2026-09-06T07:59:59.999Z,BTC-USD,BUY,79810.07,0.01,replay:raw scored BUY crossover at 79810.07 -> 79844.53 after 12 candles.,replay:raw,WIN,0.0432
2026-09-06T08:54:59.999Z,BTC-USD,SELL,79861.5,0.01,replay:raw scored SELL crossover at 79861.5 -> 79867.23 after 12 candles.,replay:raw,LOSS,-0.0072
2026-09-06T09:14:59.999Z,BTC-USD,BUY,79931.24,0.01,replay:raw scored BUY crossover at 79931.24 -> 79924.51 after 12 candles.,replay:raw,LOSS,-0.0084
2026-09-06T11:39:59.999Z,BTC-USD,SELL,79909.09,0.01,replay:raw scored SELL crossover at 79909.09 -> 79990.24 after 12 candles.,replay:raw,LOSS,-0.1016
2026-09-06T12:39:59.999Z,BTC-USD,BUY,79990.24,0.01,replay:raw scored BUY crossover at 79990.24 -> 79809 after 12 candles.,replay:raw,LOSS,-0.2266
2026-09-06T13:19:59.999Z,BTC-USD,SELL,79838.41,0.01,replay:raw scored SELL crossover at 79838.41 -> 79740.21 after 12 candles.,replay:raw,WIN,0.123
2026-09-06T15:54:59.999Z,BTC-USD,BUY,79661.99,0.01,replay:raw scored BUY crossover at 79661.99 -> 79680.32 after 12 candles.,replay:raw,WIN,0.023
2026-09-06T17:19:59.999Z,BTC-USD,SELL,79720.23,0.01,replay:raw scored SELL crossover at 79720.23 -> 79850.4 after 12 candles.,replay:raw,LOSS,-0.1633
2026-09-06T17:49:59.999Z,BTC-USD,BUY,79742.23,0.01,replay:raw scored BUY crossover at 79742.23 -> 79922.23 after 12 candles.,replay:raw,WIN,0.2257
2026-09-06T19:39:59.999Z,BTC-USD,SELL,79803.13,0.01,replay:raw scored SELL crossover at 79803.13 -> 79937.18 after 12 candles.,replay:raw,LOSS,-0.168
2026-09-06T20:39:59.999Z,BTC-USD,BUY,79937.18,0.01,replay:raw scored BUY crossover at 79937.18 -> 79894.64 after 12 candles.,replay:raw,LOSS,-0.0532
2026-09-06T22:04:59.999Z,BTC-USD,SELL,79829.99,0.01,replay:raw scored SELL crossover at 79829.99 -> 80215.05 after 12 candles.,replay:raw,LOSS,-0.4824
2026-09-06T22:59:59.999Z,BTC-USD,BUY,80048.74,0.01,replay:raw scored BUY crossover at 80048.74 -> 80339.13 after 12 candles.,replay:raw,WIN,0.3628
2026-09-07T00:39:59.999Z,BTC-USD,SELL,80149.68,0.01,replay:raw scored SELL crossover at 80149.68 -> 79892.91 after 12 candles.,replay:raw,WIN,0.3204
2026-09-07T02:39:59.999Z,BTC-USD,BUY,80375.92,0.01,replay:raw scored BUY crossover at 80375.92 -> 79654.62 after 12 candles.,replay:raw,LOSS,-0.8974
2026-09-07T03:29:59.999Z,BTC-USD,SELL,79713.78,0.01,replay:raw scored SELL crossover at 79713.78 -> 79590.5 after 12 candles.,replay:raw,WIN,0.1547
2026-09-07T05:09:59.999Z,BTC-USD,BUY,79726.53,0.01,replay:raw scored BUY crossover at 79726.53 -> 79783.3 after 12 candles.,replay:raw,WIN,0.0712
2026-09-07T06:29:59.999Z,BTC-USD,SELL,79702.72,0.01,replay:raw scored SELL crossover at 79702.72 -> 79415.86 after 12 candles.,replay:raw,WIN,0.3599
2026-09-07T08:39:59.999Z,BTC-USD,BUY,79420.84,0.01,replay:raw scored BUY crossover at 79420.84 -> 79364.23 after 12 candles.,replay:raw,LOSS,-0.0713
2026-09-07T09:49:59.999Z,BTC-USD,SELL,79407.29,0.01,replay:raw scored SELL crossover at 79407.29 -> 79400 after 12 candles.,replay:raw,WIN,0.0092
2026-09-07T10:59:59.999Z,BTC-USD,BUY,79350.64,0.01,replay:raw scored BUY crossover at 79350.64 -> 79409.13 after 12 candles.,replay:raw,WIN,0.0737
2026-09-07T11:39:59.999Z,BTC-USD,SELL,79400,0.01,replay:raw scored SELL crossover at 79400 -> 79450.99 after 12 candles.,replay:raw,LOSS,-0.0642
2026-09-07T11:44:59.999Z,BTC-USD,BUY,79405.07,0.01,replay:raw scored BUY crossover at 79405.07 -> 79468.02 after 12 candles.,replay:raw,WIN,0.0793
2026-09-07T13:49:59.999Z,BTC-USD,SELL,79313.74,0.01,replay:raw scored SELL crossover at 79313.74 -> 79077.52 after 12 candles.,replay:raw,WIN,0.2978
2026-09-07T16:54:59.999Z,BTC-USD,BUY,78989.99,0.01,replay:raw scored BUY crossover at 78989.99 -> 79154.04 after 12 candles.,replay:raw,WIN,0.2077
2026-09-07T20:39:59.999Z,BTC-USD,SELL,79204.06,0.01,replay:raw scored SELL crossover at 79204.06 -> 79202.15 after 12 candles.,replay:raw,WIN,0.0024
2026-09-05T01:34:59.999Z,BTC-USD,BUY,79694.64,0.01,replay:raw scored BUY crossover at 79694.64 -> 79584.74 after 12 candles.,replay:raw,LOSS,-0.1379
2026-09-05T02:04:59.999Z,BTC-USD,SELL,79535.68,0.01,replay:raw scored SELL crossover at 79535.68 -> 79573.08 after 12 candles.,replay:raw,LOSS,-0.047
2026-09-05T03:24:59.999Z,BTC-USD,BUY,79619.43,0.01,replay:raw scored BUY crossover at 79619.43 -> 79583.16 after 12 candles.,replay:raw,LOSS,-0.0456
2026-09-05T03:29:59.999Z,BTC-USD,SELL,79597.39,0.01,replay:raw scored SELL crossover at 79597.39 -> 79566.1 after 12 candles.,replay:raw,WIN,0.0393
2026-09-05T03:34:59.999Z,BTC-USD,BUY,79617.15,0.01,replay:raw scored BUY crossover at 79617.15 -> 79571.83 after 12 candles.,replay:raw,LOSS,-0.0569
2026-09-05T04:29:59.999Z,BTC-USD,SELL,79566.1,0.01,replay:raw scored SELL crossover at 79566.1 -> 79598.81 after 12 candles.,replay:raw,LOSS,-0.0411
2026-09-05T05:49:59.999Z,BTC-USD,BUY,79513.3,0.01,replay:raw scored BUY crossover at 79513.3 -> 79684.99 after 12 candles.,replay:raw,WIN,0.2159
2026-09-05T08:24:59.999Z,BTC-USD,SELL,79652.52,0.01,replay:raw scored SELL crossover at 79652.52 -> 79697.24 after 12 candles.,replay:raw,LOSS,-0.0561
2026-09-05T09:29:59.999Z,BTC-USD,BUY,79698.83,0.01,replay:raw scored BUY crossover at 79698.83 -> 79615.45 after 12 candles.,replay:raw,LOSS,-0.1046
2026-09-05T10:14:59.999Z,BTC-USD,SELL,79624.99,0.01,replay:raw scored SELL crossover at 79624.99 -> 79648.39 after 12 candles.,replay:raw,LOSS,-0.0294
2026-09-05T11:34:59.999Z,BTC-USD,BUY,79643.24,0.01,replay:raw scored BUY crossover at 79643.24 -> 79687.04 after 12 candles.,replay:raw,WIN,0.055
2026-09-05T13:59:59.999Z,BTC-USD,SELL,79624.51,0.01,replay:raw scored SELL crossover at 79624.51 -> 79723.2 after 12 candles.,replay:raw,LOSS,-0.1239
2026-09-05T14:44:59.999Z,BTC-USD,BUY,79721.17,0.01,replay:raw scored BUY crossover at 79721.17 -> 79750 after 12 candles.,replay:raw,WIN,0.0362
2026-09-05T18:14:59.999Z,BTC-USD,SELL,79997.92,0.01,replay:raw scored SELL crossover at 79997.92 -> 79939.35 after 12 candles.,replay:raw,WIN,0.0732
2026-09-05T21:19:59.999Z,BTC-USD,BUY,79832.98,0.01,replay:raw scored BUY crossover at 79832.98 -> 79868.2 after 12 candles.,replay:raw,WIN,0.0441
2026-09-05T22:44:59.999Z,BTC-USD,SELL,79770.52,0.01,replay:raw scored SELL crossover at 79770.52 -> 79819.01 after 12 candles.,replay:raw,LOSS,-0.0608
2026-09-05T23:59:59.999Z,BTC-USD,BUY,79831.57,0.01,replay:raw scored BUY crossover at 79831.57 -> 79872.23 after 12 candles.,replay:raw,WIN,0.0509
2026-09-06T02:39:59.999Z,BTC-USD,SELL,79937.21,0.01,replay:raw scored SELL crossover at 79937.21 -> 80003.97 after 12 candles.,replay:raw,LOSS,-0.0835
2026-09-06T03:39:59.999Z,BTC-USD,BUY,80003.97,0.01,replay:raw scored BUY crossover at 80003.97 -> 79913.99 after 12 candles.,replay:raw,LOSS,-0.1125
2026-09-06T04:39:59.999Z,BTC-USD,SELL,79913.99,0.01,replay:raw scored SELL crossover at 79913.99 -> 80096.76 after 12 candles.,replay:raw,LOSS,-0.2287
2026-09-06T05:54:59.999Z,BTC-USD,BUY,79996.63,0.01,replay:raw scored BUY crossover at 79996.63 -> 79791.73 after 12 candles.,replay:raw,LOSS,-0.2561
2026-09-06T06:39:59.999Z,BTC-USD,SELL,79831.96,0.01,replay:raw scored SELL crossover at 79831.96 -> 79826.98 after 12 candles.,replay:raw,WIN,0.0062
2026-09-06T07:59:59.999Z,BTC-USD,BUY,79810.07,0.01,replay:raw scored BUY crossover at 79810.07 -> 79844.53 after 12 candles.,replay:raw,WIN,0.0432
2026-09-06T08:54:59.999Z,BTC-USD,SELL,79861.5,0.01,replay:raw scored SELL crossover at 79861.5 -> 79867.23 after 12 candles.,replay:raw,LOSS,-0.0072
2026-09-06T09:14:59.999Z,BTC-USD,BUY,79931.24,0.01,replay:raw scored BUY crossover at 79931.24 -> 79924.51 after 12 candles.,replay:raw,LOSS,-0.0084
2026-09-06T11:39:59.999Z,BTC-USD,SELL,79909.09,0.01,replay:raw scored SELL crossover at 79909.09 -> 79990.24 after 12 candles.,replay:raw,LOSS,-0.1016
2026-09-06T12:39:59.999Z,BTC-USD,BUY,79990.24,0.01,replay:raw scored BUY crossover at 79990.24 -> 79809 after 12 candles.,replay:raw,LOSS,-0.2266
2026-09-06T13:19:59.999Z,BTC-USD,SELL,79838.41,0.01,replay:raw scored SELL crossover at 79838.41 -> 79740.21 after 12 candles.,replay:raw,WIN,0.123
2026-09-06T15:54:59.999Z,BTC-USD,BUY,79661.99,0.01,replay:raw scored BUY crossover at 79661.99 -> 79680.32 after 12 candles.,replay:raw,WIN,0.023
2026-09-06T17:19:59.999Z,BTC-USD,SELL,79720.23,0.01,replay:raw scored SELL crossover at 79720.23 -> 79850.4 after 12 candles.,replay:raw,LOSS,-0.1633
2026-09-06T17:49:59.999Z,BTC-USD,BUY,79742.23,0.01,replay:raw scored BUY crossover at 79742.23 -> 79922.23 after 12 candles.,replay:raw,WIN,0.2257
2026-09-06T19:39:59.999Z,BTC-USD,SELL,79803.13,0.01,replay:raw scored SELL crossover at 79803.13 -> 79937.18 after 12 candles.,replay:raw,LOSS,-0.168
2026-09-06T20:39:59.999Z,BTC-USD,BUY,79937.18,0.01,replay:raw scored BUY crossover at 79937.18 -> 79894.64 after 12 candles.,replay:raw,LOSS,-0.0532
2026-09-06T22:04:59.999Z,BTC-USD,SELL,79829.99,0.01,replay:raw scored SELL crossover at 79829.99 -> 80215.05 after 12 candles.,replay:raw,LOSS,-0.4824
2026-09-06T22:59:59.999Z,BTC-USD,BUY,80048.74,0.01,replay:raw scored BUY crossover at 80048.74 -> 80339.13 after 12 candles.,replay:raw,WIN,0.3628
2026-09-07T00:39:59.999Z,BTC-USD,SELL,80149.68,0.01,replay:raw scored SELL crossover at 80149.68 -> 79892.91 after 12 candles.,replay:raw,WIN,0.3204
2026-09-07T02:39:59.999Z,BTC-USD,BUY,80375.92,0.01,replay:raw scored BUY crossover at 80375.92 -> 79654.62 after 12 candles.,replay:raw,LOSS,-0.8974
2026-09-07T03:29:59.999Z,BTC-USD,SELL,79713.78,0.01,replay:raw scored SELL crossover at 79713.78 -> 79590.5 after 12 candles.,replay:raw,WIN,0.1547
2026-09-07T05:09:59.999Z,BTC-USD,BUY,79726.53,0.01,replay:raw scored BUY crossover at 79726.53 -> 79783.3 after 12 candles.,replay:raw,WIN,0.0712
2026-09-07T06:29:59.999Z,BTC-USD,SELL,79702.72,0.01,replay:raw scored SELL crossover at 79702.72 -> 79415.86 after 12 candles.,replay:raw,WIN,0.3599
2026-09-07T08:39:59.999Z,BTC-USD,BUY,79420.84,0.01,replay:raw scored BUY crossover at 79420.84 -> 79364.23 after 12 candles.,replay:raw,LOSS,-0.0713
2026-09-07T09:49:59.999Z,BTC-USD,SELL,79407.29,0.01,replay:raw scored SELL crossover at 79407.29 -> 79400 after 12 candles.,replay:raw,WIN,0.0092
2026-09-07T10:59:59.999Z,BTC-USD,BUY,79350.64,0.01,replay:raw scored BUY crossover at 79350.64 -> 79409.13 after 12 candles.,replay:raw,WIN,0.0737
2026-09-07T11:39:59.999Z,BTC-USD,SELL,79400,0.01,replay:raw scored SELL crossover at 79400 -> 79450.99 after 12 candles.,replay:raw,LOSS,-0.0642
2026-09-07T11:44:59.999Z,BTC-USD,BUY,79405.07,0.01,replay:raw scored BUY crossover at 79405.07 -> 79468.02 after 12 candles.,replay:raw,WIN,0.0793
2026-09-07T13:49:59.999Z,BTC-USD,SELL,79313.74,0.01,replay:raw scored SELL crossover at 79313.74 -> 79077.52 after 12 candles.,replay:raw,WIN,0.2978
2026-09-07T16:54:59.999Z,BTC-USD,BUY,78989.99,0.01,replay:raw scored BUY crossover at 78989.99 -> 79154.04 after 12 candles.,replay:raw,WIN,0.2077
2026-09-07T20:39:59.999Z,BTC-USD,SELL,79204.06,0.01,replay:raw scored SELL crossover at 79204.06 -> 79202.15 after 12 candles.,replay:raw,WIN,0.0024
2026-09-07T21:54:59.999Z,BTC-USD,BUY,79170.76,0.01,replay:raw scored BUY crossover at 79170.76 -> 78914.06 after 12 candles.,replay:raw,LOSS,-0.3242
2026-09-07T21:59:59.999Z,BTC-USD,SELL,79139.48,0.01,replay:raw scored SELL crossover at 79139.48 -> 78927.44 after 12 candles.,replay:raw,WIN,0.2679
2026-09-07T23:44:59.999Z,BTC-USD,BUY,79108.49,0.01,replay:raw scored BUY crossover at 79108.49 -> 79197.76 after 12 candles.,replay:raw,WIN,0.1128
2026-09-08T02:39:59.999Z,BTC-USD,SELL,79150.44,0.01,replay:raw scored SELL crossover at 79150.44 -> 78903.11 after 12 candles.,replay:raw,WIN,0.3125
2026-09-08T07:44:59.999Z,BTC-USD,BUY,78410.71,0.01,replay:raw scored BUY crossover at 78410.71 -> 78513.35 after 12 candles.,replay:raw,WIN,0.1309
2026-09-08T08:19:59.999Z,BTC-USD,SELL,78314.99,0.01,replay:raw scored SELL crossover at 78314.99 -> 78394.27 after 12 candles.,replay:raw,LOSS,-0.1012
2026-09-08T08:39:59.999Z,BTC-USD,BUY,78520.29,0.01,replay:raw scored BUY crossover at 78520.29 -> 78668.24 after 12 candles.,replay:raw,WIN,0.1884
2026-09-09T09:39:00.200Z,BTC-USD,SKIP,79314.81,0,"Memory blocked this trade: BTC-USD lost on a similar SELL crossover setup before (recorded 2026-09-08T08:19:59.999Z, PnL -0.1012%).",scan,N/A,
2026-09-06T02:39:59.999Z,BTC-USD,SELL,79937.21,0.01,replay:raw scored SELL crossover at 79937.21 -> 80003.97 after 12 candles.,replay:raw,LOSS,-0.0835
2026-09-06T03:39:59.999Z,BTC-USD,BUY,80003.97,0.01,replay:raw scored BUY crossover at 80003.97 -> 79913.99 after 12 candles.,replay:raw,LOSS,-0.1125
2026-09-06T04:39:59.999Z,BTC-USD,SELL,79913.99,0.01,replay:raw scored SELL crossover at 79913.99 -> 80096.76 after 12 candles.,replay:raw,LOSS,-0.2287
2026-09-06T05:54:59.999Z,BTC-USD,BUY,79996.63,0.01,replay:raw scored BUY crossover at 79996.63 -> 79791.73 after 12 candles.,replay:raw,LOSS,-0.2561
2026-09-06T06:39:59.999Z,BTC-USD,SELL,79831.96,0.01,replay:raw scored SELL crossover at 79831.96 -> 79826.98 after 12 candles.,replay:raw,WIN,0.0062
2026-09-06T07:59:59.999Z,BTC-USD,BUY,79810.07,0.01,replay:raw scored BUY crossover at 79810.07 -> 79844.53 after 12 candles.,replay:raw,WIN,0.0432
2026-09-06T08:54:59.999Z,BTC-USD,SELL,79861.5,0.01,replay:raw scored SELL crossover at 79861.5 -> 79867.23 after 12 candles.,replay:raw,LOSS,-0.0072
2026-09-06T09:14:59.999Z,BTC-USD,BUY,79931.24,0.01,replay:raw scored BUY crossover at 79931.24 -> 79924.51 after 12 candles.,replay:raw,LOSS,-0.0084
2026-09-06T11:39:59.999Z,BTC-USD,SELL,79909.09,0.01,replay:raw scored SELL crossover at 79909.09 -> 79990.24 after 12 candles.,replay:raw,LOSS,-0.1016
2026-09-06T12:39:59.999Z,BTC-USD,BUY,79990.24,0.01,replay:raw scored BUY crossover at 79990.24 -> 79809 after 12 candles.,replay:raw,LOSS,-0.2266
2026-09-06T13:19:59.999Z,BTC-USD,SELL,79838.41,0.01,replay:raw scored SELL crossover at 79838.41 -> 79740.21 after 12 candles.,replay:raw,WIN,0.123
2026-09-06T15:54:59.999Z,BTC-USD,BUY,79661.99,0.01,replay:raw scored BUY crossover at 79661.99 -> 79680.32 after 12 candles.,replay:raw,WIN,0.023
2026-09-06T17:19:59.999Z,BTC-USD,SELL,79720.23,0.01,replay:raw scored SELL crossover at 79720.23 -> 79850.4 after 12 candles.,replay:raw,LOSS,-0.1633
2026-09-06T17:49:59.999Z,BTC-USD,BUY,79742.23,0.01,replay:raw scored BUY crossover at 79742.23 -> 79922.23 after 12 candles.,replay:raw,WIN,0.2257
2026-09-06T19:39:59.999Z,BTC-USD,SELL,79803.13,0.01,replay:raw scored SELL crossover at 79803.13 -> 79937.18 after 12 candles.,replay:raw,LOSS,-0.168
2026-09-06T20:39:59.999Z,BTC-USD,BUY,79937.18,0.01,replay:raw scored BUY crossover at 79937.18 -> 79894.64 after 12 candles.,replay:raw,LOSS,-0.0532
2026-09-06T22:04:59.999Z,BTC-USD,SELL,79829.99,0.01,replay:raw scored SELL crossover at 79829.99 -> 80215.05 after 12 candles.,replay:raw,LOSS,-0.4824
2026-09-06T22:59:59.999Z,BTC-USD,BUY,80048.74,0.01,replay:raw scored BUY crossover at 80048.74 -> 80339.13 after 12 candles.,replay:raw,WIN,0.3628
2026-09-07T00:39:59.999Z,BTC-USD,SELL,80149.68,0.01,replay:raw scored SELL crossover at 80149.68 -> 79892.91 after 12 candles.,replay:raw,WIN,0.3204
2026-09-07T02:39:59.999Z,BTC-USD,BUY,80375.92,0.01,replay:raw scored BUY crossover at 80375.92 -> 79654.62 after 12 candles.,replay:raw,LOSS,-0.8974
2026-09-07T03:29:59.999Z,BTC-USD,SELL,79713.78,0.01,replay:raw scored SELL crossover at 79713.78 -> 79590.5 after 12 candles.,replay:raw,WIN,0.1547
2026-09-07T05:09:59.999Z,BTC-USD,BUY,79726.53,0.01,replay:raw scored BUY crossover at 79726.53 -> 79783.3 after 12 candles.,replay:raw,WIN,0.0712
2026-09-07T06:29:59.999Z,BTC-USD,SELL,79702.72,0.01,replay:raw scored SELL crossover at 79702.72 -> 79415.86 after 12 candles.,replay:raw,WIN,0.3599
2026-09-07T08:39:59.999Z,BTC-USD,BUY,79420.84,0.01,replay:raw scored BUY crossover at 79420.84 -> 79364.23 after 12 candles.,replay:raw,LOSS,-0.0713
2026-09-07T09:49:59.999Z,BTC-USD,SELL,79407.29,0.01,replay:raw scored SELL crossover at 79407.29 -> 79400 after 12 candles.,replay:raw,WIN,0.0092
2026-09-07T10:59:59.999Z,BTC-USD,BUY,79350.64,0.01,replay:raw scored BUY crossover at 79350.64 -> 79409.13 after 12 candles.,replay:raw,WIN,0.0737
2026-09-07T11:39:59.999Z,BTC-USD,SELL,79400,0.01,replay:raw scored SELL crossover at 79400 -> 79450.99 after 12 candles.,replay:raw,LOSS,-0.0642
2026-09-07T11:44:59.999Z,BTC-USD,BUY,79405.07,0.01,replay:raw scored BUY crossover at 79405.07 -> 79468.02 after 12 candles.,replay:raw,WIN,0.0793
2026-09-07T13:49:59.999Z,BTC-USD,SELL,79313.74,0.01,replay:raw scored SELL crossover at 79313.74 -> 79077.52 after 12 candles.,replay:raw,WIN,0.2978
2026-09-07T16:54:59.999Z,BTC-USD,BUY,78989.99,0.01,replay:raw scored BUY crossover at 78989.99 -> 79154.04 after 12 candles.,replay:raw,WIN,0.2077
2026-09-07T20:39:59.999Z,BTC-USD,SELL,79204.06,0.01,replay:raw scored SELL crossover at 79204.06 -> 79202.15 after 12 candles.,replay:raw,WIN,0.0024
2026-09-07T21:54:59.999Z,BTC-USD,BUY,79170.76,0.01,replay:raw scored BUY crossover at 79170.76 -> 78914.06 after 12 candles.,replay:raw,LOSS,-0.3242
2026-09-07T21:59:59.999Z,BTC-USD,SELL,79139.48,0.01,replay:raw scored SELL crossover at 79139.48 -> 78927.44 after 12 candles.,replay:raw,WIN,0.2679
2026-09-07T23:44:59.999Z,BTC-USD,BUY,79108.49,0.01,replay:raw scored BUY crossover at 79108.49 -> 79197.76 after 12 candles.,replay:raw,WIN,0.1128
2026-09-08T02:39:59.999Z,BTC-USD,SELL,79150.44,0.01,replay:raw scored SELL crossover at 79150.44 -> 78903.11 after 12 candles.,replay:raw,WIN,0.3125
2026-09-08T07:44:59.999Z,BTC-USD,BUY,78410.71,0.01,replay:raw scored BUY crossover at 78410.71 -> 78513.35 after 12 candles.,replay:raw,WIN,0.1309
2026-09-08T08:19:59.999Z,BTC-USD,SELL,78314.99,0.01,replay:raw scored SELL crossover at 78314.99 -> 78394.27 after 12 candles.,replay:raw,LOSS,-0.1012
2026-09-08T08:39:59.999Z,BTC-USD,BUY,78520.29,0.01,replay:raw scored BUY crossover at 78520.29 -> 78668.24 after 12 candles.,replay:raw,WIN,0.1884
2026-09-08T11:09:59.999Z,BTC-USD,SELL,78378.19,0.01,replay:raw scored SELL crossover at 78378.19 -> 78321.08 after 12 candles.,replay:raw,WIN,0.0729
2026-09-08T13:04:59.999Z,BTC-USD,BUY,78462.02,0.01,replay:raw scored BUY crossover at 78462.02 -> 77996.38 after 12 candles.,replay:raw,LOSS,-0.5935
2026-09-08T13:39:59.999Z,BTC-USD,SELL,77827.99,0.01,replay:raw scored SELL crossover at 77827.99 -> 78320.66 after 12 candles.,replay:raw,LOSS,-0.633
2026-09-08T14:39:59.999Z,BTC-USD,BUY,78320.66,0.01,replay:raw scored BUY crossover at 78320.66 -> 78609.66 after 12 candles.,replay:raw,WIN,0.369
2026-09-08T17:24:59.999Z,BTC-USD,SELL,78580.66,0.01,replay:raw scored SELL crossover at 78580.66 -> 78783.04 after 12 candles.,replay:raw,LOSS,-0.2575
